chart_id	chart_title	organism	process_name	circuitClass	circuitClassName	circuitClassRationale	description	scientificAccuracy	notes	verified	verifiedBy	provenance_category	logicGates	complexity_logicGates	logic_gate_counts_agree	mermaid	topology_loops	class_topology_mismatch	mismatch_note	citation_count	has_source_notes
mouse_p53_mdm2_oscillator	Mouse p53–Mdm2 Oscillator	Mus musculus	Mouse p53–Mdm2 Oscillator	IV	Delayed negative feedback (oscillator)	DNA damage stabilizes mouse p53, which transcribes Mdm2; Mdm2 protein accumulates with delay, ubiquitinates p53 and exports it, lowering p53 — a delayed negative-feedback loop that produces damped p53 pulses. Class IV — mouse ortholog of the human p53–MDM2 oscillator (Lahav et al. 2004).	The mouse DNA-damage oscillator. Stress stabilizes Trp53 (p53), which induces Mdm2; after a transcription/translation delay Mdm2 tags p53 for degradation, terminating the pulse. The interlocked delayed repression generates the stereotyped p53 pulses observed in single MEF cells after γ-irradiation.	p53–Mdm2 delayed negative feedback and pulsatile dynamics in mouse cells are established (Lahav et al. 2004; Geva-Zatorsky et al. 2006).	Mouse Class IV ortholog of human p53–MDM2 oscillator (delayed negative feedback).	True	Curated from primary literature (textbook ground-truth circuit)	human_curated	"{""and"": 0, ""not"": 1, ""or"": 0}"	"{""andGates"": 0, ""orGates"": 0, ""total"": 0}"	true	"graph TD
    A[DNA damage / stress]
    B[p53 stabilized]
    C[Mdm2 transcribed]
    D[Mdm2 protein accumulates]
    E[/Mdm2 degrades p53/]
    F(p53 pulse / oscillation)

    A --> B
    B --> C
    C -->|delay| D
    D --> E
    E -->|⊣| B
    B --> F

    style A fill:#ff6b6b,color:#fff
    style B fill:#ffd43b,color:#000
    style C fill:#51cf66,color:#fff
    style D fill:#74c0fc,color:#fff
    style E fill:#51cf66,color:#fff
    style F fill:#b197fc,color:#fff"	4	false		2	false
mouse_sox2_oct4_pluripotency	Mouse Sox2–Oct4 Pluripotency Switch	Mus musculus	Mouse Sox2–Oct4 Pluripotency Switch	III	Bistable switch / positive feedback	Oct4 (Pou5f1) and Sox2 co-bind and activate each other's enhancers plus Nanog, forming a self-sustaining pluripotency network; the cooperative positive feedback creates a persistent stem-cell attractor. Class IIIa — mouse ortholog of the human OCT4/SOX2/NANOG circuit.	The mouse pluripotency lock. Sox2 and Oct4 bind composite Sox-Oct motifs to cross-activate their own regulatory elements and Nanog, maintaining the embryonic-stem-cell state. The mutual positive feedback is the archetypal persistent Class IIIa attractor tested in mouse reprogramming experiments.	Oct4-Sox2 mutual activation and pluripotency maintenance in mouse ES cells are established (Masui et al. 2007; Niwa et al. 2000).	Mouse Class IIIa pluripotency attractor — ortholog of human OCT4/SOX2/NANOG network.	True	Curated from primary literature (textbook ground-truth circuit)	human_curated	"{""and"": 0, ""not"": 0, ""or"": 0}"	"{""andGates"": 0, ""orGates"": 0, ""total"": 0}"	true	"graph TD
    A[Differentiation cues absent]
    B[Oct4 / Pou5f1]
    C[Sox2]
    D[\Oct4-Sox2 activate Oct4 enhancer/]
    E[\Oct4-Sox2 activate Sox2 enhancer/]
    F[Nanog sustained]
    G(Pluripotent ES cell state)

    A --> B
    A --> C
    B --> D
    D -->|+| B
    C --> E
    E -->|+| C
    B --> F
    C --> F
    F --> G
    B --> G
    C --> G

    style A fill:#ff6b6b,color:#fff
    style B fill:#ffd43b,color:#000
    style C fill:#ffd43b,color:#000
    style D fill:#51cf66,color:#fff
    style E fill:#51cf66,color:#fff
    style F fill:#51cf66,color:#fff
    style G fill:#b197fc,color:#fff"	4	false		2	false
synthetic_5node_repressilator	Five-Repressor Ring Oscillator	Synthetic circuit	Five-Repressor Ring Oscillator	IV	Delayed negative feedback (oscillator)	Five repressors in a cyclic chain, each repressing the next. The odd number of inversions around the loop gives delayed negative feedback and sustained oscillation, generalizing the three-node repressilator (Elowitz & Leibler 2000) to a longer, slower ring. Class IV.	A longer ring oscillator: five repressors arranged so each represses the next and the last closes the loop on the first. An odd number of repressions makes the loop a delayed negative-feedback circuit that oscillates, with a longer period and more phase steps than the canonical three-node repressilator.	Ground-truth design. Odd-length repressor rings oscillate by the same delayed-negative-feedback principle established for the three-node repressilator (Elowitz & Leibler 2000); robust long-period rings characterized by Potvin-Trottier et al. 2016.	Ground-truth Class IV oscillator: five repressions (odd ring) -> one delayed-feedback loop.	True	Canonical synthetic-biology literature (ground-truth circuit)	human_curated	"{""and"": 0, ""not"": 5, ""or"": 0}"	"{""andGates"": 0, ""orGates"": 0, ""total"": 0}"	true	"graph TD
    A[Repressor R1]
    B[Repressor R2]
    C[Repressor R3]
    D[Repressor R4]
    E[Repressor R5]
    F(Oscillating reporter, long period)

    A -->|⊣| B
    B -->|⊣| C
    C -->|⊣| D
    D -->|⊣| E
    E -->|⊣| A
    A --> F

    style A fill:#ffd43b,color:#000
    style B fill:#ffd43b,color:#000
    style C fill:#ffd43b,color:#000
    style D fill:#ffd43b,color:#000
    style E fill:#ffd43b,color:#000
    style F fill:#b197fc,color:#fff"	5	false		2	false
synthetic_and_gate	Transcriptional AND Gate (hrpR/hrpS)	Synthetic circuit	Transcriptional AND Gate (hrpR/hrpS)	I	Feed-forward cascade	Two inputs each drive one subunit of a hetero-activator; only when both subunits are present (AND) is the output promoter activated. Pure feed-forward, no cycle — Class I — implementing Boolean AND (Wang, Kitney, Joly & Buck 2011).	A two-input transcriptional AND gate built from the hrpR/hrpS sigma-54 activator pair. Input 1 drives HrpR, input 2 drives HrpS; both proteins must be present to form the active hetero-hexamer that fires the pHrpL output promoter. With no feedback edge it is a feed-forward logic element.	Ground-truth circuit. The hrpRS AND gate was built and characterized in E. coli (Wang et al. 2011).	Ground-truth Class I logic element: one AND gate, no feedback.	True	Canonical synthetic-biology literature (ground-truth circuit)	human_curated	"{""and"": 1, ""not"": 0, ""or"": 0}"	"{""andGates"": 1, ""orGates"": 0, ""total"": 1}"	true	"graph TD
    A[Input 1: inducer A]
    B[Input 2: inducer B]
    C[HrpR expressed]
    D[HrpS expressed]
    E{HrpR AND HrpS?}
    F[pHrpL output promoter active]
    G(Output GFP: only if both inputs)

    A --> C
    B --> D
    C --> E
    D --> E
    E -->|Yes| F
    F --> G

    style A fill:#ff6b6b,color:#fff
    style B fill:#ff6b6b,color:#fff
    style C fill:#ffd43b,color:#000
    style D fill:#ffd43b,color:#000
    style E fill:#74c0fc,color:#fff
    style F fill:#51cf66,color:#fff
    style G fill:#b197fc,color:#fff"	0	true	Class I logic element: one AND gate, no feedback.	1	false
synthetic_antithetic_integral_feedback	Antithetic Integral-Feedback Controller	Synthetic circuit	Antithetic Integral-Feedback Controller	II	Negative feedback (homeostatic)	Two controller species are produced in proportion to reference and output and annihilate each other; the sequestration implements integral feedback, giving robust perfect adaptation of the output to disturbances (Briat, Gupta & Khammash 2016). A designed negative-feedback homeostat — Class II.	A synthetic controller that achieves robust perfect adaptation. Controller species Z1 is made at a reference rate and activates the output; the output drives production of Z2, and Z1 and Z2 annihilate each other. This molecular sequestration integrates the error over time (integral feedback), so the steady-state output is invariant to disturbances and parameter changes.	Ground-truth circuit. The antithetic integral-feedback motif and its perfect-adaptation property were derived and demonstrated (Briat, Gupta & Khammash 2016; Aoki et al. 2019).	Ground-truth Class II designed homeostat: integral (negative) feedback via molecular sequestration.	True	Canonical synthetic-biology literature (ground-truth circuit)	human_curated	"{""and"": 0, ""not"": 1, ""or"": 0}"	"{""andGates"": 0, ""orGates"": 0, ""total"": 0}"	true	"graph TD
    A[Reference input]
    B[Controller Z1 produced]
    C[Z1 activates output X]
    D[Output species X]
    E[X produces Z2]
    F[/Z1 + Z2 annihilate/]
    G(Robust perfect adaptation of X)

    A --> B
    B --> C
    C --> D
    D --> E
    E --> F
    F -->|⊣ sequester| B
    D --> G

    style A fill:#ff6b6b,color:#fff
    style B fill:#ffd43b,color:#000
    style C fill:#51cf66,color:#fff
    style D fill:#ffd43b,color:#000
    style E fill:#51cf66,color:#fff
    style F fill:#51cf66,color:#fff
    style G fill:#b197fc,color:#fff"	5	false		2	false
synthetic_atkinson_oscillator	Atkinson Relaxation Oscillator	Synthetic circuit	Atkinson Relaxation Oscillator	IV	Delayed negative feedback (oscillator)	Couples a positive-feedback activator module to a negative-feedback repressor module; the delayed negative arm against the fast positive arm produces relaxation oscillations in E. coli (Atkinson, Savageau, Myers & Ninfa 2003). Class IV.	One of the first engineered gene oscillators: an NRI activator that activates its own promoter (positive feedback) is coupled to a LacI repressor module it drives, which in turn represses the activator (delayed negative feedback). The interplay of the fast positive and slow negative loops gives relaxation-type oscillations.	Ground-truth circuit. Built and shown to oscillate (damped) in E. coli by Atkinson et al. (2003).	Ground-truth Class IV oscillator: coupled positive + delayed negative feedback.	True	Canonical synthetic-biology literature (ground-truth circuit)	human_curated	"{""and"": 0, ""not"": 1, ""or"": 0}"	"{""andGates"": 0, ""orGates"": 0, ""total"": 0}"	true	"graph TD
    A[Activator NRI]
    B[\NRI activates own promoter/]
    C[Represser LacI expressed]
    D[/LacI represses NRI promoter/]
    E(Relaxation oscillation)

    A --> B
    B -->|+| A
    A --> C
    C --> D
    D -->|⊣ delayed| A
    A --> E

    style A fill:#ffd43b,color:#000
    style B fill:#51cf66,color:#fff
    style C fill:#ffd43b,color:#000
    style D fill:#51cf66,color:#fff
    style E fill:#b197fc,color:#fff"	4	false		1	false
synthetic_band_detector	Band-Pass / Edge Detector (Basu 2005)	Synthetic circuit	Band-Pass / Edge Detector (Basu 2005)	I	Feed-forward cascade	An incoherent feed-forward arrangement with a low-threshold activating branch and a high-threshold repressing branch makes the output ON only for an intermediate inducer concentration: output = LOW-on AND NOT HIGH-on. Feed-forward topology (Class I), functional band-pass (Basu et al. 2005).	A synthetic band-pass filter: a diffusible signal feeds two branches with different thresholds. The low-threshold branch activates the reporter; the high-threshold branch represses it. The output is therefore ON only at intermediate signal levels, producing concentric ring patterns in a lawn of receiver cells — an edge/band detector.	Ground-truth circuit. The band-detect receiver and ring patterning were built and characterized by Basu, Gerchman, Collins, Arnold & Weiss (2005).	Ground-truth Class I (feed-forward) circuit with band-pass function: one AND + one NOT, no feedback edge.	True	Canonical synthetic-biology literature (ground-truth circuit)	human_curated	"{""and"": 1, ""not"": 1, ""or"": 0}"	"{""andGates"": 1, ""orGates"": 0, ""total"": 1}"	true	"graph TD
    A[AHL concentration gradient]
    B[Low-threshold branch: activates]
    C[High-threshold branch: represses]
    D[Low AHL activates reporter]
    E[/High AHL represses reporter/]
    F{Low-on AND NOT High-on?}
    G(Output GFP: band-pass)

    A --> B
    A --> C
    B --> D
    C --> E
    D --> F
    E -->|⊣| F
    F -->|Yes| G

    style A fill:#ff6b6b,color:#fff
    style B fill:#ffd43b,color:#000
    style C fill:#ffd43b,color:#000
    style D fill:#51cf66,color:#fff
    style E fill:#51cf66,color:#fff
    style F fill:#74c0fc,color:#fff
    style G fill:#b197fc,color:#fff"	0	true	nd-pass function: one AND + one NOT, no feedback edge.	1	false
synthetic_burden_feedback_controller	Capacity/Burden Feedback Controller	Synthetic circuit	Capacity/Burden Feedback Controller	II	Negative feedback (homeostatic)	A cellular-capacity monitor senses the stress imposed by heterologous expression and throttles the synthetic gene; as burden falls, the throttle relaxes — a negative-feedback homeostat that stabilizes output and protects growth. Class II (Ceroni et al. 2018).	Engineered circuits impose a metabolic burden that destabilizes them. A burden-responsive feedback controller uses a capacity monitor (e.g., a stress-promoter sensor driving a dCas9/sgRNA brake) to detect overload and downregulate the heterologous gene; lower burden then releases the brake, dynamically balancing expression against host health.	Ground-truth circuit. Burden-driven feedback regulation that stabilizes synthetic expression was built by Ceroni et al. (2018).	Ground-truth Class II homeostat: burden-sensing negative feedback stabilizes heterologous expression.	True	Canonical synthetic-biology literature (ground-truth circuit)	human_curated	"{""and"": 0, ""not"": 2, ""or"": 0}"	"{""andGates"": 0, ""orGates"": 0, ""total"": 0}"	true	"graph TD
    A[Heterologous expression burden]
    B[Capacity monitor senses stress]
    C[/Feedback throttles synthetic gene/]
    D[Restored growth capacity]
    E[/Lower burden relaxes throttle/]
    F(Stable expression, healthy growth)

    A --> B
    B --> C
    C --> D
    D --> E
    E -->|⊣ feedback| A
    D --> F

    style A fill:#ff6b6b,color:#fff
    style B fill:#51cf66,color:#fff
    style C fill:#51cf66,color:#fff
    style D fill:#74c0fc,color:#fff
    style E fill:#51cf66,color:#fff
    style F fill:#b197fc,color:#fff"	5	false		1	false
synthetic_coherent_ffl	Coherent Feed-Forward Loop (type-1, AND)	Synthetic circuit	Coherent Feed-Forward Loop (type-1, AND)	I	Feed-forward cascade	X activates Y, and X and Y jointly (AND) activate Z. No cycle — a feed-forward cascade. Functions as a sign-sensitive delay / persistence detector: Z turns on only after a sustained input, filtering transient pulses (Mangan & Alon 2003).	The most common coherent feed-forward loop: X activates Y, and both X and Y are required (AND logic) to activate the output Z. With no feedback edge it is a pure feed-forward cascade, but the AND gate makes Z respond only to a persistent input — a built-in noise filter and persistence detector.	Ground-truth circuit. Topology and sign-sensitive-delay behaviour established by Mangan & Alon (2003) and Mangan, Zaslaver & Alon (2003).	Ground-truth Class I anchor. Feed-forward (no cycle) with one AND gate.	True	Canonical synthetic-biology literature (ground-truth circuit)	human_curated	"{""and"": 1, ""not"": 0, ""or"": 0}"	"{""andGates"": 1, ""orGates"": 0, ""total"": 1}"	true	"graph TD
    A[Signal Sx]
    B[TF X active]
    C[TF Y expressed]
    D{X AND Y present?}
    E[Gene Z expressed]
    F(Output Z: delayed ON, immediate OFF)

    A --> B
    B --> C
    B --> D
    C --> D
    D -->|Yes| E
    E --> F

    style A fill:#ff6b6b,color:#fff
    style B fill:#ffd43b,color:#000
    style C fill:#ffd43b,color:#000
    style D fill:#74c0fc,color:#fff
    style E fill:#51cf66,color:#fff
    style F fill:#b197fc,color:#fff"	0	false		2	false
synthetic_consortium_logic	Distributed Multicellular Consortium Logic	Synthetic circuit	Distributed Multicellular Consortium Logic	I	Feed-forward cascade	Simple NOR-gate cells are wired together by diffusible AHL signals so that the colony computes complex Boolean functions distributed across cell types; the overall computation is feed-forward combinational logic with no feedback loop. Class I (Tamsir, Tabor & Voigt 2011).	Rather than cram a whole circuit into one cell, logic is spread across a microbial consortium: each strain implements a simple NOR gate and communicates via quorum-sensing molecules, so that wiring colonies in space computes more complex functions. The network is a feed-forward combinational program realized at the community level.	Ground-truth circuit. Distributed logic from NOR-gate cells wired by chemical signals was built by Tamsir, Tabor & Voigt (2011).	Ground-truth Class I distributed combinational computing across a cell consortium (feed-forward).	True	Canonical synthetic-biology literature (ground-truth circuit)	human_curated	"{""and"": 0, ""not"": 1, ""or"": 0}"	"{""andGates"": 0, ""orGates"": 0, ""total"": 0}"	true	"graph TD
    A[Inputs across cell types]
    B[Sender cells compute partial logic]
    C[AHL wiring between colonies]
    D[/Receiver NOR gates/]
    E[Combined logic at output colony]
    F(Distributed multicellular logic)

    A --> B
    B --> C
    C --> D
    D --> E
    E --> F

    style A fill:#ff6b6b,color:#fff
    style B fill:#ffd43b,color:#000
    style C fill:#74c0fc,color:#fff
    style D fill:#51cf66,color:#fff
    style E fill:#51cf66,color:#fff
    style F fill:#b197fc,color:#fff"	0	true	eed-forward combinational logic with no feedback loop. Class I (Tamsir, Tabor & Voigt 2011). Ground-truth Class I distributed co	1	false
